Ensembl.Gene.ID	Paralogs.Number
ENSMUSG00000024936	12
ENSMUSG00000024937	12
ENSMUSG00000024939	1
ENSMUSG00000024940	11
ENSMUSG00000024941	1
ENSMUSG00000024942	10
ENSMUSG00000024944	11
ENSMUSG00000024948	9
ENSMUSG00000024949	4
ENSMUSG00000024952	13
ENSMUSG00000024955	11
ENSMUSG00000024957	12
ENSMUSG00000024958	2
ENSMUSG00000024960	11
ENSMUSG00000024962	2
ENSMUSG00000024965	2
ENSMUSG00000024966	3
ENSMUSG00000024968	4
ENSMUSG00000024969	11
ENSMUSG00000024972	8
ENSMUSG00000024973	2
ENSMUSG00000024976	12
ENSMUSG00000024978	2
ENSMUSG00000024979	1
ENSMUSG00000024981	5
ENSMUSG00000024982	5
ENSMUSG00000024983	1
ENSMUSG00000024985	3
ENSMUSG00000024986	15
ENSMUSG00000024987	3
ENSMUSG00000024992	7
ENSMUSG00000024997	4
ENSMUSG00000024998	2
ENSMUSG00000025002	48
ENSMUSG00000025003	48
ENSMUSG00000025004	48
ENSMUSG00000025006	6
ENSMUSG00000025008	1
ENSMUSG00000025010	1
ENSMUSG00000025013	10
ENSMUSG00000025014	3
ENSMUSG00000025016	4
ENSMUSG00000025017	1
ENSMUSG00000025019	1
ENSMUSG00000025020	7
ENSMUSG00000025025	3
ENSMUSG00000025026	2
ENSMUSG00000025027	1
ENSMUSG00000025035	11
ENSMUSG00000025036	4
ENSMUSG00000025037	1
ENSMUSG00000025038	1
ENSMUSG00000025040	2
ENSMUSG00000025041	3
ENSMUSG00000025043	13
ENSMUSG00000025044	7
ENSMUSG00000025049	3
ENSMUSG00000025050	5
ENSMUSG00000025051	7
ENSMUSG00000025056	1
ENSMUSG00000025058	1
ENSMUSG00000025059	3
ENSMUSG00000025060	9
ENSMUSG00000025064	5
ENSMUSG00000025068	1
ENSMUSG00000025069	1
ENSMUSG00000025075	8
ENSMUSG00000025076	10
ENSMUSG00000025077	2
ENSMUSG00000025081	3
ENSMUSG00000025082	14
ENSMUSG00000025083	2
ENSMUSG00000025085	10
ENSMUSG00000025086	1
ENSMUSG00000025089	3
ENSMUSG00000025091	8
ENSMUSG00000025092	1
ENSMUSG00000025094	3
ENSMUSG00000025103	5
ENSMUSG00000025104	4
ENSMUSG00000025105	1
ENSMUSG00000025127	14
ENSMUSG00000025128	4
ENSMUSG00000025129	1
ENSMUSG00000025130	6
ENSMUSG00000025132	2
ENSMUSG00000025134	17
ENSMUSG00000025138	1
ENSMUSG00000025140	2
ENSMUSG00000025141	1
ENSMUSG00000025142	1
ENSMUSG00000025147	5
ENSMUSG00000025150	12
ENSMUSG00000025151	31
ENSMUSG00000025153	1
ENSMUSG00000025154	9
ENSMUSG00000025156	1
ENSMUSG00000025157	5
ENSMUSG00000025158	2
ENSMUSG00000025161	11
ENSMUSG00000025162	10
ENSMUSG00000025165	1
ENSMUSG00000025170	10
ENSMUSG00000025171	1
ENSMUSG00000025172	6
ENSMUSG00000025173	2
ENSMUSG00000025175	1
ENSMUSG00000025176	1
ENSMUSG00000025178	1
ENSMUSG00000025184	1
ENSMUSG00000025185	7
ENSMUSG00000025189	3
ENSMUSG00000025190	2
ENSMUSG00000025192	6
ENSMUSG00000025194	4
ENSMUSG00000025195	2
ENSMUSG00000025196	7
ENSMUSG00000025197	48
ENSMUSG00000025198	1
ENSMUSG00000025199	3
ENSMUSG00000025200	1
ENSMUSG00000025202	3
ENSMUSG00000025203	3
ENSMUSG00000025204	1
ENSMUSG00000025207	12
ENSMUSG00000025212	4
ENSMUSG00000025213	2
ENSMUSG00000025215	15
ENSMUSG00000025216	15
ENSMUSG00000025217	7
ENSMUSG00000025218	3
ENSMUSG00000025219	2
ENSMUSG00000025221	12
ENSMUSG00000025223	1
ENSMUSG00000025225	4
ENSMUSG00000025226	9
ENSMUSG00000025227	1
ENSMUSG00000025228	5
ENSMUSG00000025229	12
ENSMUSG00000025232	1
ENSMUSG00000025234	2
ENSMUSG00000025235	1
ENSMUSG00000025237	1
ENSMUSG00000025239	10
ENSMUSG00000025240	1
ENSMUSG00000025241	2
ENSMUSG00000025243	7
ENSMUSG00000025246	2
ENSMUSG00000025255	2
ENSMUSG00000025257	1
ENSMUSG00000025260	12
ENSMUSG00000025261	4
ENSMUSG00000025262	2
ENSMUSG00000025265	7
ENSMUSG00000025266	1
ENSMUSG00000025268	31
ENSMUSG00000025269	1
ENSMUSG00000025270	2
ENSMUSG00000025271	4
ENSMUSG00000025272	31
ENSMUSG00000025278	2
ENSMUSG00000025279	3
ENSMUSG00000025280	1
ENSMUSG00000025283	2
ENSMUSG00000025287	1
ENSMUSG00000025289	4
ENSMUSG00000025314	12
ENSMUSG00000025317	13
ENSMUSG00000025318	3
ENSMUSG00000025321	9
ENSMUSG00000025323	14
ENSMUSG00000025324	11
ENSMUSG00000025326	6
ENSMUSG00000025328	4
ENSMUSG00000025329	4
ENSMUSG00000025330	4
ENSMUSG00000025332	4
ENSMUSG00000025340	1
ENSMUSG00000025347	4
ENSMUSG00000025348	18
ENSMUSG00000025350	13
ENSMUSG00000025351	11
ENSMUSG00000025352	8
ENSMUSG00000025353	3
ENSMUSG00000025354	3
ENSMUSG00000025355	5
ENSMUSG00000025357	9
ENSMUSG00000025358	7
ENSMUSG00000025359	1
ENSMUSG00000025362	1
ENSMUSG00000025364	1
ENSMUSG00000025366	4
ENSMUSG00000025369	1
ENSMUSG00000025370	12
ENSMUSG00000025372	2
ENSMUSG00000025373	1
ENSMUSG00000025374	1
ENSMUSG00000025375	2
ENSMUSG00000025380	2
ENSMUSG00000025381	1
ENSMUSG00000025386	1
ENSMUSG00000025389	6
ENSMUSG00000025396	13
ENSMUSG00000025401	10
ENSMUSG00000025402	1
ENSMUSG00000025403	1
ENSMUSG00000025404	2
ENSMUSG00000025405	8
ENSMUSG00000025407	17
ENSMUSG00000025409	1
ENSMUSG00000025417	6
ENSMUSG00000025420	5
ENSMUSG00000025421	1
ENSMUSG00000025422	11
ENSMUSG00000025423	5
ENSMUSG00000025425	5
ENSMUSG00000025427	1
ENSMUSG00000025429	1
ENSMUSG00000025431	12
ENSMUSG00000025432	7
ENSMUSG00000025433	12
ENSMUSG00000025437	5
ENSMUSG00000025461	9
ENSMUSG00000025464	3
ENSMUSG00000025465	8
ENSMUSG00000025468	2
ENSMUSG00000025469	21
ENSMUSG00000025473	24
ENSMUSG00000025474	2
ENSMUSG00000025475	6
ENSMUSG00000025478	5
ENSMUSG00000025479	48
ENSMUSG00000025480	1
ENSMUSG00000025481	1
ENSMUSG00000025482	3
ENSMUSG00000025484	1
ENSMUSG00000025485	1
ENSMUSG00000025486	1
ENSMUSG00000025489	7
ENSMUSG00000025491	7
ENSMUSG00000025492	7
ENSMUSG00000025495	1
ENSMUSG00000025496	15
ENSMUSG00000025498	8
ENSMUSG00000025499	12
ENSMUSG00000025504	3
ENSMUSG00000025505	1
ENSMUSG00000025507	18
ENSMUSG00000025509	3
ENSMUSG00000025510	11
ENSMUSG00000025511	11
ENSMUSG00000025515	11
ENSMUSG00000025519	2
ENSMUSG00000025525	2
ENSMUSG00000025527	2
ENSMUSG00000025529	4
ENSMUSG00000025531	3
ENSMUSG00000025537	12
ENSMUSG00000025538	1
ENSMUSG00000025544	4
ENSMUSG00000025551	13
ENSMUSG00000025555	13
ENSMUSG00000025557	4
ENSMUSG00000025558	5
ENSMUSG00000025571	2
ENSMUSG00000025572	7
ENSMUSG00000025576	2
ENSMUSG00000025577	4
ENSMUSG00000025578	4
ENSMUSG00000025579	4
ENSMUSG00000025580	5
ENSMUSG00000025582	9
ENSMUSG00000025584	12
ENSMUSG00000025586	3
ENSMUSG00000025588	2
ENSMUSG00000025592	1
ENSMUSG00000025597	12
ENSMUSG00000025602	6
ENSMUSG00000025607	1
ENSMUSG00000025612	6
ENSMUSG00000025613	1
ENSMUSG00000025616	7
ENSMUSG00000025626	5
ENSMUSG00000025648	4
ENSMUSG00000025650	14
ENSMUSG00000025651	1
ENSMUSG00000025656	11
ENSMUSG00000025658	4
ENSMUSG00000025665	13
ENSMUSG00000025666	1
ENSMUSG00000025701	6
ENSMUSG00000025702	4
ENSMUSG00000025716	10
ENSMUSG00000025724	1
ENSMUSG00000025726	3
ENSMUSG00000025727	1
ENSMUSG00000025730	10
ENSMUSG00000025732	1
ENSMUSG00000025733	2
ENSMUSG00000025735	2
ENSMUSG00000025737	1
ENSMUSG00000025738	9
ENSMUSG00000025742	5
ENSMUSG00000025743	3
ENSMUSG00000025745	2
ENSMUSG00000025754	5
ENSMUSG00000025757	2
ENSMUSG00000025758	4
ENSMUSG00000025762	1
ENSMUSG00000025764	8
ENSMUSG00000025774	12
ENSMUSG00000025776	12
ENSMUSG00000025777	1
ENSMUSG00000025780	4
ENSMUSG00000025784	2
ENSMUSG00000025785	2
ENSMUSG00000025786	5
ENSMUSG00000025787	8
ENSMUSG00000025789	5
ENSMUSG00000025790	15
ENSMUSG00000025791	1
ENSMUSG00000025792	7
ENSMUSG00000025793	2
ENSMUSG00000025795	2
ENSMUSG00000025804	20
ENSMUSG00000025808	1
ENSMUSG00000025809	9
ENSMUSG00000025810	6
ENSMUSG00000025812	7
ENSMUSG00000025813	2
ENSMUSG00000025815	2
ENSMUSG00000025816	1
ENSMUSG00000025821	5
ENSMUSG00000025823	6
ENSMUSG00000025838	99
ENSMUSG00000025839	99
ENSMUSG00000025854	2
ENSMUSG00000025855	3
ENSMUSG00000025856	1
ENSMUSG00000025860	8
ENSMUSG00000025862	2
ENSMUSG00000025867	1
ENSMUSG00000025870	6
ENSMUSG00000025872	2
ENSMUSG00000025873	1
ENSMUSG00000025875	11
ENSMUSG00000025876	13
ENSMUSG00000025877	4
ENSMUSG00000025880	7
ENSMUSG00000025885	11
ENSMUSG00000025887	10
ENSMUSG00000025888	10
ENSMUSG00000025889	2
ENSMUSG00000025892	10
ENSMUSG00000025893	11
ENSMUSG00000025898	1
ENSMUSG00000025899	1
ENSMUSG00000025900	2
ENSMUSG00000025902	15
ENSMUSG00000025903	2
ENSMUSG00000025905	13
ENSMUSG00000025909	5
ENSMUSG00000025912	3
ENSMUSG00000025915	13
ENSMUSG00000025920	3
ENSMUSG00000025921	5
ENSMUSG00000025925	1
ENSMUSG00000025927	4
ENSMUSG00000025929	2
ENSMUSG00000025930	3
ENSMUSG00000025931	4
ENSMUSG00000025932	3
ENSMUSG00000025933	1
ENSMUSG00000025934	6
ENSMUSG00000025935	2
ENSMUSG00000025938	15
ENSMUSG00000025939	12
ENSMUSG00000025945	13
ENSMUSG00000025946	14
ENSMUSG00000025949	4
ENSMUSG00000025950	1
ENSMUSG00000025952	13
ENSMUSG00000025955	15
ENSMUSG00000025956	4
ENSMUSG00000025958	2
ENSMUSG00000025959	12
ENSMUSG00000025963	1
ENSMUSG00000025964	8
ENSMUSG00000025967	1
ENSMUSG00000025969	6
ENSMUSG00000025977	1
ENSMUSG00000025978	1
ENSMUSG00000025981	1
ENSMUSG00000025986	8
ENSMUSG00000025991	1
ENSMUSG00000025997	5
ENSMUSG00000026000	2
ENSMUSG00000026003	11
ENSMUSG00000026004	1
ENSMUSG00000026011	1
ENSMUSG00000026012	1
ENSMUSG00000026014	4
ENSMUSG00000026018	1
ENSMUSG00000026019	1
ENSMUSG00000026021	3
ENSMUSG00000026023	4
ENSMUSG00000026024	5
ENSMUSG00000026027	3
ENSMUSG00000026028	2
ENSMUSG00000026029	10
ENSMUSG00000026034	4
ENSMUSG00000026035	9
ENSMUSG00000026039	1
ENSMUSG00000026042	16
ENSMUSG00000026043	16
ENSMUSG00000026047	2
ENSMUSG00000026058	4
ENSMUSG00000026062	8
ENSMUSG00000026063	1
ENSMUSG00000026064	2
ENSMUSG00000026065	8
ENSMUSG00000026068	8
ENSMUSG00000026069	8
ENSMUSG00000026070	8
ENSMUSG00000026072	8
ENSMUSG00000026073	8
ENSMUSG00000026074	9
ENSMUSG00000026077	12
ENSMUSG00000026078	3
ENSMUSG00000026080	6
ENSMUSG00000026082	3
ENSMUSG00000026085	1
ENSMUSG00000026090	1
ENSMUSG00000026094	8
ENSMUSG00000026095	1
ENSMUSG00000026097	3
ENSMUSG00000026098	2
ENSMUSG00000026100	8
ENSMUSG00000026102	2
ENSMUSG00000026103	1
ENSMUSG00000026104	6
ENSMUSG00000026107	1
ENSMUSG00000026109	1
ENSMUSG00000026110	5
ENSMUSG00000026113	1
ENSMUSG00000026114	17
ENSMUSG00000026116	1
ENSMUSG00000026117	13
ENSMUSG00000026121	12
ENSMUSG00000026123	1
ENSMUSG00000026124	1
ENSMUSG00000026125	24
ENSMUSG00000026126	12
ENSMUSG00000026131	5
ENSMUSG00000026135	2
ENSMUSG00000026141	8
ENSMUSG00000026147	8
ENSMUSG00000026153	1
ENSMUSG00000026155	3
ENSMUSG00000026156	2
ENSMUSG00000026158	1
ENSMUSG00000026159	1
ENSMUSG00000026163	1
ENSMUSG00000026167	13
ENSMUSG00000026170	5
ENSMUSG00000026173	11
ENSMUSG00000026175	7
ENSMUSG00000026176	3
ENSMUSG00000026177	1
ENSMUSG00000026179	3
ENSMUSG00000026180	20
ENSMUSG00000026181	5
ENSMUSG00000026185	5
ENSMUSG00000026189	12
ENSMUSG00000026193	11
ENSMUSG00000026196	7
ENSMUSG00000026197	1
ENSMUSG00000026198	1
ENSMUSG00000026200	4
ENSMUSG00000026202	7
ENSMUSG00000026203	13
ENSMUSG00000026204	1
ENSMUSG00000026205	3
ENSMUSG00000026207	8
ENSMUSG00000026208	14
ENSMUSG00000026211	10
ENSMUSG00000026213	1
ENSMUSG00000026219	1
ENSMUSG00000026220	11
ENSMUSG00000026222	17
ENSMUSG00000026223	2
ENSMUSG00000026228	5
ENSMUSG00000026229	1
ENSMUSG00000026235	12
ENSMUSG00000026237	7
ENSMUSG00000026238	1
ENSMUSG00000026240	1
ENSMUSG00000026245	1
ENSMUSG00000026246	3
ENSMUSG00000026247	6
ENSMUSG00000026249	5
ENSMUSG00000026251	12
ENSMUSG00000026253	12
ENSMUSG00000026254	3
ENSMUSG00000026255	1
ENSMUSG00000026259	5
ENSMUSG00000026269	3
ENSMUSG00000026270	10
ENSMUSG00000026271	3
ENSMUSG00000026274	3
ENSMUSG00000026275	5
ENSMUSG00000026276	12
ENSMUSG00000026277	4
ENSMUSG00000026280	4
ENSMUSG00000026283	4
ENSMUSG00000026288	8
ENSMUSG00000026289	3
ENSMUSG00000026301	5
ENSMUSG00000026303	1
ENSMUSG00000026304	8
ENSMUSG00000026305	1
ENSMUSG00000026307	1
ENSMUSG00000026308	11
ENSMUSG00000026309	5
ENSMUSG00000026311	6
ENSMUSG00000026312	12
ENSMUSG00000026313	5
ENSMUSG00000026315	29
ENSMUSG00000026321	6
ENSMUSG00000026322	22
ENSMUSG00000026327	29
ENSMUSG00000026331	15
ENSMUSG00000026336	15
ENSMUSG00000026341	1
ENSMUSG00000026343	7
ENSMUSG00000026349	6
ENSMUSG00000026353	1
ENSMUSG00000026354	3
ENSMUSG00000026357	12
ENSMUSG00000026358	12
ENSMUSG00000026360	12
ENSMUSG00000026365	10
ENSMUSG00000026368	10
ENSMUSG00000026380	5
ENSMUSG00000026383	13
ENSMUSG00000026384	13
ENSMUSG00000026385	4
ENSMUSG00000026387	14
ENSMUSG00000026389	3
ENSMUSG00000026390	7
ENSMUSG00000026393	10
ENSMUSG00000026394	2
ENSMUSG00000026395	11
ENSMUSG00000026398	11
ENSMUSG00000026399	10
ENSMUSG00000026401	10
ENSMUSG00000026404	2
ENSMUSG00000026405	10
ENSMUSG00000026407	8
ENSMUSG00000026409	4
ENSMUSG00000026411	1
ENSMUSG00000026413	7
ENSMUSG00000026414	2
ENSMUSG00000026415	2
ENSMUSG00000026416	2
ENSMUSG00000026417	2
ENSMUSG00000026418	2
ENSMUSG00000026420	2
ENSMUSG00000026421	5
ENSMUSG00000026424	6
ENSMUSG00000026425	11
ENSMUSG00000026426	4
ENSMUSG00000026429	1
ENSMUSG00000026430	2
ENSMUSG00000026432	7
ENSMUSG00000026433	7
ENSMUSG00000026435	3
ENSMUSG00000026436	10
ENSMUSG00000026437	4
ENSMUSG00000026442	13
ENSMUSG00000026443	14
ENSMUSG00000026447	8
ENSMUSG00000026450	7
ENSMUSG00000026452	11
ENSMUSG00000026455	12
ENSMUSG00000026456	3
ENSMUSG00000026457	3
ENSMUSG00000026458	6
ENSMUSG00000026459	3
ENSMUSG00000026463	3
ENSMUSG00000026466	1
ENSMUSG00000026468	11
ENSMUSG00000026471	34
ENSMUSG00000026475	12
ENSMUSG00000026478	11
ENSMUSG00000026479	11
ENSMUSG00000026480	1
ENSMUSG00000026482	10
ENSMUSG00000026483	2
ENSMUSG00000026484	1
ENSMUSG00000026489	1
ENSMUSG00000026490	10
ENSMUSG00000026492	1
ENSMUSG00000026494	1
ENSMUSG00000026495	4
ENSMUSG00000026496	2
ENSMUSG00000026497	12
ENSMUSG00000026499	1
ENSMUSG00000026509	10
ENSMUSG00000026510	7
ENSMUSG00000026514	3
ENSMUSG00000026519	2
ENSMUSG00000026520	2
ENSMUSG00000026523	2
ENSMUSG00000026525	6
ENSMUSG00000026527	6
ENSMUSG00000026531	9
ENSMUSG00000026532	13
ENSMUSG00000026535	12
ENSMUSG00000026536	12
ENSMUSG00000026542	9
ENSMUSG00000026544	2
ENSMUSG00000026547	5
ENSMUSG00000026548	4
ENSMUSG00000026554	4
ENSMUSG00000026556	1
ENSMUSG00000026558	2
ENSMUSG00000026560	8
ENSMUSG00000026564	13
ENSMUSG00000026565	14
ENSMUSG00000026566	5
ENSMUSG00000026571	4
ENSMUSG00000026572	12
ENSMUSG00000026575	8
ENSMUSG00000026576	4
ENSMUSG00000026579	4
ENSMUSG00000026580	11
ENSMUSG00000026581	11
ENSMUSG00000026582	11
ENSMUSG00000026584	1
ENSMUSG00000026586	12
ENSMUSG00000026587	1
ENSMUSG00000026589	1
ENSMUSG00000026594	10
ENSMUSG00000026596	12
ENSMUSG00000026600	2
ENSMUSG00000026602	4
ENSMUSG00000026603	2
ENSMUSG00000026604	4
ENSMUSG00000026608	5
ENSMUSG00000026609	8
ENSMUSG00000026610	11
ENSMUSG00000026614	5
ENSMUSG00000026616	11
ENSMUSG00000026617	2
ENSMUSG00000026620	11
ENSMUSG00000026621	2
ENSMUSG00000026622	10
ENSMUSG00000026626	4
ENSMUSG00000026628	1
ENSMUSG00000026630	2
ENSMUSG00000026634	5
ENSMUSG00000026637	5
ENSMUSG00000026638	8
ENSMUSG00000026639	11
ENSMUSG00000026640	8
ENSMUSG00000026641	1
ENSMUSG00000026643	1
ENSMUSG00000026644	4
ENSMUSG00000026646	12
ENSMUSG00000026648	2
ENSMUSG00000026655	1
ENSMUSG00000026656	10
ENSMUSG00000026657	7
ENSMUSG00000026662	1
ENSMUSG00000026663	1
ENSMUSG00000026667	1
ENSMUSG00000026670	1
ENSMUSG00000026672	1
ENSMUSG00000026674	13
ENSMUSG00000026678	12
ENSMUSG00000026686	11
ENSMUSG00000026687	11
ENSMUSG00000026691	8
ENSMUSG00000026692	8
ENSMUSG00000026696	4
ENSMUSG00000026697	10
ENSMUSG00000026701	1
ENSMUSG00000026705	12
ENSMUSG00000026707	3
ENSMUSG00000026712	3
ENSMUSG00000026715	29
ENSMUSG00000026718	4
ENSMUSG00000026721	7
ENSMUSG00000026725	11
ENSMUSG00000026726	10
ENSMUSG00000026727	12
ENSMUSG00000026728	14
ENSMUSG00000026735	1
ENSMUSG00000026737	6
ENSMUSG00000026739	5
ENSMUSG00000026740	1
ENSMUSG00000026743	8
ENSMUSG00000026748	1
ENSMUSG00000026749	10
ENSMUSG00000026750	1
ENSMUSG00000026751	11
ENSMUSG00000026755	2
ENSMUSG00000026764	12
ENSMUSG00000026765	1
ENSMUSG00000026767	1
ENSMUSG00000026768	18
ENSMUSG00000026771	15
ENSMUSG00000026773	4
ENSMUSG00000026774	13
ENSMUSG00000026778	11
ENSMUSG00000026781	4
ENSMUSG00000026782	2
ENSMUSG00000026784	1
ENSMUSG00000026785	11
ENSMUSG00000026786	4
ENSMUSG00000026787	6
ENSMUSG00000026788	11
ENSMUSG00000026790	1
ENSMUSG00000026791	1
ENSMUSG00000026792	18
ENSMUSG00000026796	2
ENSMUSG00000026797	2
ENSMUSG00000026803	2
ENSMUSG00000026805	15
ENSMUSG00000026807	1
ENSMUSG00000026811	5
ENSMUSG00000026814	2
ENSMUSG00000026815	3
ENSMUSG00000026817	2
ENSMUSG00000026818	24
ENSMUSG00000026819	6
ENSMUSG00000026821	10
ENSMUSG00000026822	1
ENSMUSG00000026824	13
ENSMUSG00000026825	4
ENSMUSG00000026826	14
ENSMUSG00000026828	16
ENSMUSG00000026829	6
ENSMUSG00000026832	1
ENSMUSG00000026833	10
ENSMUSG00000026834	11
ENSMUSG00000026835	11
ENSMUSG00000026836	11
ENSMUSG00000026837	16
ENSMUSG00000026839	1
ENSMUSG00000026840	11
ENSMUSG00000026841	11
ENSMUSG00000026842	12
ENSMUSG00000026843	2
ENSMUSG00000026848	4
ENSMUSG00000026849	4
ENSMUSG00000026853	5
ENSMUSG00000026854	5
ENSMUSG00000026857	1
ENSMUSG00000026858	1
ENSMUSG00000026860	4
ENSMUSG00000026864	6
ENSMUSG00000026867	1
ENSMUSG00000026870	1
ENSMUSG00000026872	1
ENSMUSG00000026873	2
ENSMUSG00000026874	9
ENSMUSG00000026875	5
ENSMUSG00000026878	11
ENSMUSG00000026879	7
ENSMUSG00000026880	4
ENSMUSG00000026882	6
ENSMUSG00000026883	8
ENSMUSG00000026885	12
ENSMUSG00000026888	4
ENSMUSG00000026890	11
ENSMUSG00000026893	5
ENSMUSG00000026896	3
ENSMUSG00000026904	9
ENSMUSG00000026915	4
ENSMUSG00000026917	10
ENSMUSG00000026918	5
ENSMUSG00000026919	3
ENSMUSG00000026921	3
ENSMUSG00000026922	1
ENSMUSG00000026923	10
ENSMUSG00000026924	1
ENSMUSG00000026925	8
ENSMUSG00000026926	1
ENSMUSG00000026928	3
ENSMUSG00000026930	2
ENSMUSG00000026932	11
ENSMUSG00000026933	2
ENSMUSG00000026934	11
ENSMUSG00000026936	3
ENSMUSG00000026937	1
ENSMUSG00000026938	11
ENSMUSG00000026941	4
ENSMUSG00000026942	5
ENSMUSG00000026943	1
ENSMUSG00000026944	15
ENSMUSG00000026946	1
ENSMUSG00000026950	3
ENSMUSG00000026956	1
ENSMUSG00000026958	2
ENSMUSG00000026959	6
ENSMUSG00000026961	5
ENSMUSG00000026970	15
ENSMUSG00000026971	9
ENSMUSG00000026972	4
ENSMUSG00000026976	8
ENSMUSG00000026977	1
ENSMUSG00000026979	13
ENSMUSG00000026980	3
ENSMUSG00000026981	5
ENSMUSG00000026983	5
ENSMUSG00000026984	5
ENSMUSG00000026985	5
ENSMUSG00000026987	7
ENSMUSG00000026988	3
ENSMUSG00000026991	7
ENSMUSG00000026994	16
ENSMUSG00000026999	1
ENSMUSG00000027001	13
ENSMUSG00000027002	1
ENSMUSG00000027004	15
ENSMUSG00000027006	4
ENSMUSG00000027007	2
ENSMUSG00000027009	18
ENSMUSG00000027010	4
ENSMUSG00000027011	12
ENSMUSG00000027012	4
ENSMUSG00000027014	7
ENSMUSG00000027015	2
ENSMUSG00000027016	2
ENSMUSG00000027022	1
ENSMUSG00000027030	3
ENSMUSG00000027035	4
ENSMUSG00000027048	4
ENSMUSG00000027067	4
ENSMUSG00000027068	13
ENSMUSG00000027070	10
ENSMUSG00000027071	6
ENSMUSG00000027072	1
ENSMUSG00000027073	1
ENSMUSG00000027074	2
ENSMUSG00000027075	2
ENSMUSG00000027077	12
ENSMUSG00000027078	12
ENSMUSG00000027082	6
ENSMUSG00000027086	2
ENSMUSG00000027087	18
ENSMUSG00000027088	1
ENSMUSG00000027099	2
ENSMUSG00000027102	14
ENSMUSG00000027104	3
ENSMUSG00000027107	12
ENSMUSG00000027109	14
ENSMUSG00000027111	18
ENSMUSG00000027115	12
ENSMUSG00000027120	2
ENSMUSG00000027122	1
ENSMUSG00000027130	9
ENSMUSG00000027134	3
ENSMUSG00000027157	13
ENSMUSG00000027162	3
ENSMUSG00000027164	5
ENSMUSG00000027168	8
ENSMUSG00000027171	3
ENSMUSG00000027173	2
ENSMUSG00000027175	3
ENSMUSG00000027177	8
ENSMUSG00000027184	10
ENSMUSG00000027186	10
ENSMUSG00000027188	14
ENSMUSG00000027195	2
ENSMUSG00000027198	4
ENSMUSG00000027200	6
ENSMUSG00000027201	2
ENSMUSG00000027202	9
ENSMUSG00000027204	11
ENSMUSG00000027206	1
ENSMUSG00000027207	1
ENSMUSG00000027208	13
ENSMUSG00000027209	1
ENSMUSG00000027210	8
ENSMUSG00000027215	11
ENSMUSG00000027217	11
ENSMUSG00000027219	3
ENSMUSG00000027220	2
ENSMUSG00000027221	5
ENSMUSG00000027223	1
ENSMUSG00000027224	1
ENSMUSG00000027225	1
ENSMUSG00000027230	4
ENSMUSG00000027233	1
ENSMUSG00000027236	1
ENSMUSG00000027238	13
ENSMUSG00000027239	1
ENSMUSG00000027246	4
ENSMUSG00000027247	11
ENSMUSG00000027248	6
ENSMUSG00000027249	8
ENSMUSG00000027253	10
ENSMUSG00000027254	2
ENSMUSG00000027255	1
ENSMUSG00000027257	2
ENSMUSG00000027261	1
ENSMUSG00000027263	2
ENSMUSG00000027272	2
ENSMUSG00000027273	1
ENSMUSG00000027276	10
ENSMUSG00000027282	1
ENSMUSG00000027286	18
ENSMUSG00000027287	1
ENSMUSG00000027288	7
ENSMUSG00000027291	1
ENSMUSG00000027293	10
ENSMUSG00000027296	2
ENSMUSG00000027297	13
ENSMUSG00000027298	5
ENSMUSG00000027301	1
ENSMUSG00000027303	11
ENSMUSG00000027312	2
ENSMUSG00000027313	1
ENSMUSG00000027314	10
ENSMUSG00000027315	6
ENSMUSG00000027316	3
ENSMUSG00000027317	4
ENSMUSG00000027318	24
ENSMUSG00000027322	1
ENSMUSG00000027323	3
ENSMUSG00000027329	1
ENSMUSG00000027330	2
ENSMUSG00000027332	11
ENSMUSG00000027333	3
ENSMUSG00000027335	15
ENSMUSG00000027338	1
ENSMUSG00000027339	2
ENSMUSG00000027340	3
ENSMUSG00000027342	1
ENSMUSG00000027347	12
ENSMUSG00000027349	2
ENSMUSG00000027351	5
ENSMUSG00000027353	1
ENSMUSG00000027355	1
ENSMUSG00000027356	2
ENSMUSG00000027358	14
ENSMUSG00000027359	5
ENSMUSG00000027360	6
ENSMUSG00000027361	2
ENSMUSG00000027363	5
ENSMUSG00000027364	5
ENSMUSG00000027365	7
ENSMUSG00000027366	4
ENSMUSG00000027367	1
ENSMUSG00000027368	12
ENSMUSG00000027371	1
ENSMUSG00000027375	2
ENSMUSG00000027376	1
ENSMUSG00000027377	2
ENSMUSG00000027379	1
ENSMUSG00000027380	3
ENSMUSG00000027387	2
ENSMUSG00000027394	12
ENSMUSG00000027397	1
ENSMUSG00000027400	1
ENSMUSG00000027401	8
ENSMUSG00000027403	8
ENSMUSG00000027404	1
ENSMUSG00000027406	2
ENSMUSG00000027408	7
ENSMUSG00000027409	1
ENSMUSG00000027412	2
ENSMUSG00000027416	2
ENSMUSG00000027419	6
ENSMUSG00000027422	1
ENSMUSG00000027423	4
ENSMUSG00000027429	1
ENSMUSG00000027431	2
ENSMUSG00000027434	21
ENSMUSG00000027435	6
ENSMUSG00000027438	1
ENSMUSG00000027442	5
ENSMUSG00000027443	3
ENSMUSG00000027444	3
ENSMUSG00000027445	3
ENSMUSG00000027446	3
ENSMUSG00000027447	5
ENSMUSG00000027452	6
ENSMUSG00000027455	2
ENSMUSG00000027456	1
ENSMUSG00000027457	1
ENSMUSG00000027459	3
ENSMUSG00000027460	10
ENSMUSG00000027463	1
ENSMUSG00000027466	1
